window_id,window_start,cryptocurrency,tweet_count,mean_sentiment,sentiment_std,positive_ratio,negative_ratio,synthetic_count,policy_action,action_taken,oracle_triggered,agent,dataset
BTC_20221130T091000Z,2022-11-30 09:10:00+00:00,BTC,14,0.04319035308435559,0.1682846381296768,0.07142857142857142,0.0,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T091500Z,2022-11-30 09:15:00+00:00,BTC,103,0.04789549465860846,0.2547210374739204,0.06796116504854369,0.02912621359223301,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T092000Z,2022-11-30 09:20:00+00:00,BTC,158,0.027747831814273993,0.20321625934517654,0.056962025316455694,0.0189873417721519,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T092500Z,2022-11-30 09:25:00+00:00,BTC,175,0.015206218138337136,0.2751812054685052,0.06285714285714286,0.045714285714285714,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T093000Z,2022-11-30 09:30:00+00:00,BTC,164,0.021562915979657406,0.25428935513431616,0.054878048780487805,0.042682926829268296,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T093500Z,2022-11-30 09:35:00+00:00,BTC,159,0.009039734531217392,0.2807757009431916,0.050314465408805034,0.050314465408805034,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T094000Z,2022-11-30 09:40:00+00:00,BTC,159,0.04350677280505216,0.21523564439691079,0.0440251572327044,0.025157232704402517,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T094500Z,2022-11-30 09:45:00+00:00,BTC,147,0.024223059181402735,0.1626360713359417,0.02040816326530612,0.02040816326530612,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T095000Z,2022-11-30 09:50:00+00:00,BTC,124,0.018338371586475145,0.21410271763994726,0.04032258064516129,0.024193548387096774,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T095500Z,2022-11-30 09:55:00+00:00,BTC,173,0.02068628655811178,0.21911797085528392,0.03468208092485549,0.04046242774566474,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T100000Z,2022-11-30 10:00:00+00:00,BTC,206,0.0424586411077276,0.19184746175795697,0.038834951456310676,0.009708737864077669,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T100500Z,2022-11-30 10:05:00+00:00,BTC,160,0.018833102314965794,0.17357997024915703,0.025,0.0125,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T101000Z,2022-11-30 10:10:00+00:00,BTC,138,0.01503122978560301,0.2715263859556818,0.07246376811594203,0.057971014492753624,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T101500Z,2022-11-30 10:15:00+00:00,BTC,148,0.044785690047098564,0.20876175504105068,0.0472972972972973,0.02027027027027027,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T102000Z,2022-11-30 10:20:00+00:00,BTC,139,0.009970213946544642,0.19880703382077408,0.02158273381294964,0.03597122302158273,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T102500Z,2022-11-30 10:25:00+00:00,BTC,147,-0.03098048785143868,0.24432549219835573,0.027210884353741496,0.061224489795918366,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T103000Z,2022-11-30 10:30:00+00:00,BTC,179,0.016375295771025734,0.24394111831964044,0.05027932960893855,0.0446927374301676,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T103500Z,2022-11-30 10:35:00+00:00,BTC,140,0.04825284550232547,0.2773402884218906,0.08571428571428572,0.03571428571428571,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T104000Z,2022-11-30 10:40:00+00:00,BTC,153,0.0026264549750420704,0.20562537026878047,0.032679738562091505,0.026143790849673203,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T104500Z,2022-11-30 10:45:00+00:00,BTC,151,0.03323884903521135,0.22819167069723828,0.059602649006622516,0.033112582781456956,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T105000Z,2022-11-30 10:50:00+00:00,BTC,181,-0.027169990908992577,0.21085626927024337,0.0055248618784530384,0.06077348066298342,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T105500Z,2022-11-30 10:55:00+00:00,BTC,181,0.031058503878277136,0.21772087915097593,0.049723756906077346,0.027624309392265192,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T110000Z,2022-11-30 11:00:00+00:00,BTC,223,0.011597171229531673,0.21607994021469992,0.03139013452914798,0.03587443946188341,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T110500Z,2022-11-30 11:05:00+00:00,BTC,195,0.020607520496615996,0.23832344499507227,0.06153846153846154,0.03076923076923077,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T111000Z,2022-11-30 11:10:00+00:00,BTC,166,0.018951421645638268,0.2612851973620366,0.06626506024096386,0.04216867469879518,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T111500Z,2022-11-30 11:15:00+00:00,BTC,154,0.008426719968049938,0.22546268339097536,0.03896103896103896,0.045454545454545456,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T112000Z,2022-11-30 11:20:00+00:00,BTC,167,0.048406307395926836,0.26818647196945355,0.0718562874251497,0.041916167664670656,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T112500Z,2022-11-30 11:25:00+00:00,BTC,176,0.045903626273767165,0.24608854600447147,0.07386363636363637,0.03409090909090909,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T113000Z,2022-11-30 11:30:00+00:00,BTC,180,0.01708693417410055,0.18774133114787886,0.03333333333333333,0.027777777777777776,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T113500Z,2022-11-30 11:35:00+00:00,BTC,163,0.01800881030517944,0.2822268438122918,0.08588957055214724,0.05521472392638037,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T114000Z,2022-11-30 11:40:00+00:00,BTC,193,0.028603083048729997,0.24906065212598832,0.06735751295336788,0.03626943005181347,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T114500Z,2022-11-30 11:45:00+00:00,BTC,178,0.013182100269608608,0.21279924761825703,0.028089887640449437,0.028089887640449437,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T115000Z,2022-11-30 11:50:00+00:00,BTC,75,-0.028917065653949987,0.27404170723641247,0.04,0.08,0,HOLD,HOLD,False,fingpt,jitter_5
BTC_20221130T115500Z,2022-11-30 11:55:00+00:00,BTC,36,-0.011464060594638184,0.2813394147648612,0.027777777777777776,0.08333333333333333,0,HOLD,HOLD,False,fingpt,jitter_5
ETH_20221130T091000Z,2022-11-30 09:10:00+00:00,ETH,5,0.026030932925641515,0.02946993860947657,0.0,0.0,0,HOLD,HOLD,False,fingpt,jitter_5
ETH_20221130T091500Z,2022-11-30 09:15:00+00:00,ETH,39,0.03423685145874817,0.08277549571183657,0.0,0.0,0,HOLD,HOLD,False,fingpt,jitter_5
ETH_20221130T092000Z,2022-11-30 09:20:00+00:00,ETH,63,0.02948334165627046,0.17024522991489507,0.031746031746031744,0.0,0,HOLD,HOLD,False,fingpt,jitter_5
ETH_20221130T092500Z,2022-11-30 09:25:00+00:00,ETH,75,-0.003521992942939205,0.1962158980792709,0.013333333333333334,0.02666666666666667,0,HOLD,HOLD,False,fingpt,jitter_5
