window_id,window_start,cryptocurrency,tweet_count,mean_sentiment,sentiment_std,positive_ratio,negative_ratio,synthetic_count,policy_action,action_taken,oracle_triggered,agent,dataset
BTC_20221130T091500Z,2022-11-30 09:15:00+00:00,BTC,102,0.04216483392405742,0.33147800060698995,0.0392156862745098,0.0196078431372549,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T092000Z,2022-11-30 09:20:00+00:00,BTC,165,0.06674159210965487,0.3587608637947548,0.07272727272727272,0.030303030303030304,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T092500Z,2022-11-30 09:25:00+00:00,BTC,175,0.015786523361291185,0.37248521401093626,0.05142857142857143,0.03428571428571429,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T093000Z,2022-11-30 09:30:00+00:00,BTC,181,0.068221023203342,0.4155660423391758,0.07734806629834254,0.055248618784530384,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T093500Z,2022-11-30 09:35:00+00:00,BTC,155,0.05476717751833697,0.31477487360413825,0.03870967741935484,0.03225806451612903,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T094000Z,2022-11-30 09:40:00+00:00,BTC,156,0.07943226989860144,0.32543630615274316,0.038461538461538464,0.02564102564102564,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T094500Z,2022-11-30 09:45:00+00:00,BTC,133,0.034455555064001456,0.2907842356142409,0.03759398496240601,0.007518796992481203,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T095000Z,2022-11-30 09:50:00+00:00,BTC,131,0.009335268047133452,0.28454888950671015,0.007633587786259542,0.03816793893129771,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T095500Z,2022-11-30 09:55:00+00:00,BTC,142,0.07024641494384741,0.3274039194084402,0.04929577464788732,0.028169014084507043,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T100000Z,2022-11-30 10:00:00+00:00,BTC,247,0.04077762655672515,0.31397470519687476,0.03643724696356275,0.02834008097165992,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T100500Z,2022-11-30 10:05:00+00:00,BTC,150,0.05117146966358024,0.30038938097748935,0.04,0.02,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T101000Z,2022-11-30 10:10:00+00:00,BTC,141,0.07716233950398912,0.35258705392243234,0.07092198581560284,0.028368794326241134,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T101500Z,2022-11-30 10:15:00+00:00,BTC,153,0.023818094861614517,0.3816417987435105,0.0392156862745098,0.0457516339869281,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T102000Z,2022-11-30 10:20:00+00:00,BTC,132,0.009193951165247124,0.28730489758037525,0.015151515151515152,0.015151515151515152,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T102500Z,2022-11-30 10:25:00+00:00,BTC,150,0.025339859214921774,0.35929667411055155,0.04,0.05333333333333334,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T103000Z,2022-11-30 10:30:00+00:00,BTC,171,0.013962492499260872,0.37049370280163463,0.05847953216374269,0.05847953216374269,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T103500Z,2022-11-30 10:35:00+00:00,BTC,140,0.043965071040604785,0.3960486003683408,0.08571428571428572,0.04285714285714286,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T104000Z,2022-11-30 10:40:00+00:00,BTC,160,0.011806970182806234,0.32845468800820793,0.03125,0.025,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T104500Z,2022-11-30 10:45:00+00:00,BTC,164,0.011233048195519076,0.3487332957635766,0.024390243902439025,0.054878048780487805,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T105000Z,2022-11-30 10:50:00+00:00,BTC,150,0.04838770286490517,0.2663765699682153,0.02666666666666667,0.006666666666666667,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T105500Z,2022-11-30 10:55:00+00:00,BTC,174,-0.01133434119066975,0.3382310736724607,0.022988505747126436,0.05747126436781609,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T110000Z,2022-11-30 11:00:00+00:00,BTC,274,0.04373545150687223,0.34831753665383935,0.05474452554744526,0.0364963503649635,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T110500Z,2022-11-30 11:05:00+00:00,BTC,179,0.049096576213919906,0.34603397889388954,0.061452513966480445,0.027932960893854747,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T111000Z,2022-11-30 11:10:00+00:00,BTC,153,0.035091469928719636,0.38859187785315974,0.058823529411764705,0.05228758169934641,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T111500Z,2022-11-30 11:15:00+00:00,BTC,149,0.018020875139424443,0.32994207893671207,0.020134228187919462,0.040268456375838924,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T112000Z,2022-11-30 11:20:00+00:00,BTC,189,0.08415725889305271,0.362805695620103,0.06878306878306878,0.031746031746031744,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T112500Z,2022-11-30 11:25:00+00:00,BTC,144,-0.000938349157675288,0.32745295647837563,0.034722222222222224,0.034722222222222224,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T113000Z,2022-11-30 11:30:00+00:00,BTC,188,0.08228021167575361,0.38837214943836396,0.09574468085106383,0.026595744680851064,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T113500Z,2022-11-30 11:35:00+00:00,BTC,157,0.031814107386644454,0.37048262010206984,0.06369426751592357,0.050955414012738856,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T114000Z,2022-11-30 11:40:00+00:00,BTC,202,0.03864417207602521,0.3589096400862946,0.06435643564356436,0.04455445544554455,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T114500Z,2022-11-30 11:45:00+00:00,BTC,174,0.04781679728271802,0.3573692013258607,0.040229885057471264,0.034482758620689655,0,HOLD,HOLD,False,fingpt,sentiment_2.0
BTC_20221130T115000Z,2022-11-30 11:50:00+00:00,BTC,124,-0.019348200065113865,0.3733905397466986,0.03225806451612903,0.06451612903225806,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T091500Z,2022-11-30 09:15:00+00:00,ETH,40,0.06886740745976563,0.14034115522342436,0.0,0.0,0,BUY,BUY,False,fingpt,sentiment_2.0
ETH_20221130T092000Z,2022-11-30 09:20:00+00:00,ETH,59,0.05120335718206427,0.20878663137228273,0.03389830508474576,0.0,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T092500Z,2022-11-30 09:25:00+00:00,ETH,77,0.0072049708528951996,0.21230515457778013,0.012987012987012988,0.012987012987012988,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T093000Z,2022-11-30 09:30:00+00:00,ETH,83,0.04903627454067568,0.37604300109124233,0.07228915662650602,0.060240963855421686,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T093500Z,2022-11-30 09:35:00+00:00,ETH,57,0.047263831423040005,0.23746062969980097,0.03508771929824561,0.017543859649122806,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T094000Z,2022-11-30 09:40:00+00:00,ETH,57,0.10857992093160485,0.3184019657710342,0.08771929824561403,0.0,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T094500Z,2022-11-30 09:45:00+00:00,ETH,64,0.028076512477127818,0.2884566176818976,0.03125,0.015625,0,BUY,BUY,False,fingpt,sentiment_2.0
ETH_20221130T095000Z,2022-11-30 09:50:00+00:00,ETH,60,0.06663341013093785,0.18320395141052356,0.0,0.0,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T095500Z,2022-11-30 09:55:00+00:00,ETH,58,0.02587062309913593,0.21700167005220825,0.017241379310344827,0.017241379310344827,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T100000Z,2022-11-30 10:00:00+00:00,ETH,104,0.011545729823410511,0.34123125924829856,0.04807692307692308,0.057692307692307696,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T100500Z,2022-11-30 10:05:00+00:00,ETH,56,0.027318087539502545,0.20123009928453262,0.017857142857142856,0.017857142857142856,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T101000Z,2022-11-30 10:10:00+00:00,ETH,66,0.09649929164372605,0.27999977817702015,0.06060606060606061,0.015151515151515152,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T101500Z,2022-11-30 10:15:00+00:00,ETH,60,0.13916750784652923,0.36814840373506635,0.1,0.03333333333333333,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T102000Z,2022-11-30 10:20:00+00:00,ETH,50,0.0165109324455261,0.12267710965707719,0.0,0.0,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T102500Z,2022-11-30 10:25:00+00:00,ETH,61,0.05674560194010615,0.1634373349636486,0.01639344262295082,0.0,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T103000Z,2022-11-30 10:30:00+00:00,ETH,61,0.07330562659829366,0.2924280943476118,0.06557377049180328,0.01639344262295082,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T103500Z,2022-11-30 10:35:00+00:00,ETH,61,0.07249904167456706,0.3741557293179008,0.08196721311475409,0.01639344262295082,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T104000Z,2022-11-30 10:40:00+00:00,ETH,75,0.0316491564363241,0.2803074283031942,0.02666666666666667,0.02666666666666667,0,BUY,BUY,False,fingpt,sentiment_2.0
ETH_20221130T104500Z,2022-11-30 10:45:00+00:00,ETH,67,0.08356051691877306,0.36940171355779716,0.05970149253731343,0.04477611940298507,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T105000Z,2022-11-30 10:50:00+00:00,ETH,65,0.04888224544433443,0.16120824089796784,0.015384615384615385,0.0,0,HOLD,HOLD,False,fingpt,sentiment_2.0
ETH_20221130T105500Z,2022-11-30 10:55:00+00:00,ETH,64,0.02818072892841881,0.23450006038757223,0.03125,0.015625,0,HOLD,HOLD,False,fingpt,sentiment_2.0
